tx_sign,rx_sign,band,count,snr_med,snr_mad,freq_med,freq_mad,drift_med,drift_mad
W3CSW,LZ1OI,28,2,-22.5,1.5,28126109.5,0.5,0.0,0.0
W3CSW,M0BOB,28,2,-16.0,7.0,28126182.5,0.5,0.5,0.5
W3CSW,MW0RBV,10,4,-25.0,0.5,10140223.0,0.0,0.0,0.0
W3CSW,N1NCO,10,5,10.0,1.0,10140285.0,0.0,0.0,0.0
W3CSW,N2NOM,10,5,5.0,3.0,10140269.0,2.0,0.0,0.0
W3CSW,N2NOM,28,12,-17.5,2.0,28126173.0,2.0,0.0,0.0
W3CSW,N6RY,28,1,-28.0,0.0,28126178.0,0.0,0.0,0.0
W3CSW,N9WKW,28,1,-21.0,0.0,28126138.0,0.0,0.0,0.0
W3CSW,NH7SR,28,2,-27.5,0.5,28126174.0,0.0,0.0,0.0
W3CSW,NM5AK,28,7,-25.0,3.0,28126180.0,0.0,0.0,0.0
W3CSW,OE1MSB,10,4,-26.5,0.5,10140269.0,0.0,0.0,0.0
W3CSW,OE6WSF,10,5,-12.0,2.0,10140254.0,0.0,0.0,0.0
W3CSW,OH4RM,28,3,-19.0,8.0,28126185.0,0.0,0.0,0.0
W3CSW,OH6GAP,28,1,-20.0,0.0,28126147.0,0.0,0.0,0.0
W3CSW,OH7AZL,10,2,-21.5,2.5,10140286.0,0.0,0.0,0.0
W3CSW,ON4CDJ,28,2,-19.5,3.5,28126174.5,0.5,0.0,0.0
W3CSW,ON7KB,10,2,-23.0,2.0,10140263.0,0.0,0.0,0.0
W3CSW,ON7KO,10,4,-2.0,2.0,10140275.5,0.5,0.0,0.0
W3CSW,OX3XR,10,2,-13.5,2.5,10140280.0,0.0,0.0,0.0
W3CSW,OZ7IT,10,3,-18.0,0.0,10140271.0,1.0,0.0,0.0
W3CSW,OZ7IT,28,6,-7.5,14.5,28126174.0,0.5,0.0,0.0
W3CSW,PA0O,28,3,-19.0,1.0,28126159.0,0.0,0.0,0.0
W3CSW,PA1GSJ,10,1,-24.0,0.0,10140311.0,0.0,0.0,0.0
W3CSW,PA2WO,28,1,-12.0,0.0,28126166.0,0.0,0.0,0.0
W3CSW,PA3FNY,10,5,-9.0,1.0,10140285.0,1.0,0.0,0.0
W3CSW,PD5MVH,28,1,-22.0,0.0,28126167.0,0.0,-1.0,0.0
W3CSW,PI4THT,10,5,-12.0,0.0,10140273.0,0.0,0.0,0.0
W3CSW,SM7BKZ,28,2,-16.0,3.0,28126115.0,0.0,-1.0,0.0
W3CSW,SP9LJE,28,4,-11.0,0.5,28126188.5,2.0,-1.5,1.0
W3CSW,VE1MDO,10,5,1.0,3.0,10140270.0,0.0,0.0,0.0
W3CSW,VE4KE,28,24,3.0,2.0,28126093.0,1.0,0.0,0.0
W3CSW,VE6PDQ,28,4,-17.0,1.5,28126170.5,1.0,0.0,0.0
W3CSW,VE6PDQ/1,28,3,-13.0,1.0,28126170.0,1.0,0.0,0.0
W3CSW,VK2QN,28,2,-27.0,0.0,28126172.0,4.0,0.5,0.5
W3CSW,VK5EI,28,7,-27.0,0.0,28126166.0,1.0,0.0,0.0
W3CSW,VK7BO,28,3,-24.0,1.0,28126187.0,0.0,0.0,0.0
W3CSW,VK7ZL,28,1,-28.0,0.0,28126179.0,0.0,0.0,0.0
W3CSW,W1QG,28,5,-7.0,5.0,28126169.0,0.0,0.0,0.0
W3CSW,W3BI,10,3,-7.0,4.0,10140264.0,0.0,0.0,0.0
W3CSW,WA3DNM,28,6,-24.0,0.5,28126167.0,0.0,0.0,0.0
W3CSW,WA5ETV,10,5,-22.0,1.0,10140289.0,0.0,0.0,0.0
W3CSW,WA5ETV,28,4,-13.0,0.5,28126164.0,0.0,0.0,0.0
W3CSW,WA5NGP,28,25,-2.0,2.0,28126176.0,5.0,0.0,0.0
W3CSW,WA7HL,28,21,-13.0,2.0,28126209.0,3.0,0.0,0.0
W3CSW,WB1FIG,28,4,-24.5,0.5,28126145.0,1.0,0.0,0.0
W3CSW,WD4ELG,10,5,8.0,1.0,10140259.0,0.0,0.0,0.0
W3CSW,WG2Z,28,20,-19.0,1.5,28126181.0,0.0,0.0,0.0
W3CSW,WK0I,28,11,4.0,2.0,28126177.0,0.0,0.0,0.0
W3CSW,WW2R,28,5,-14.0,2.0,28126173.0,0.0,0.0,0.0
W3CSW,YV4GJN,10,5,-12.0,1.0,10140248.0,0.0,0.0,0.0
W3CSW,ZR6LU,28,4,-21.5,2.5,28126178.0,0.0,0.0,0.0
W3GXT,2E0DSS,14,16,-19.5,1.5,14097100.5,0.5,0.0,0.0
W3GXT,2E1CJF,14,2,-20.0,5.0,14097108.0,1.0,0.0,0.0
W3GXT,4X1RF,14,1,-27.0,0.0,14097101.0,0.0,0.0,0.0
W3GXT,AD4PT,14,3,-6.0,4.0,14097099.0,0.0,0.0,0.0
W3GXT,AD7LF,14,2,-17.5,0.5,14097102.0,0.0,0.0,0.0
W3GXT,AE9RB,14,2,-25.5,1.5,14097096.5,0.5,0.0,0.0
W3GXT,AF5ES,14,22,-18.0,1.5,14097106.0,0.0,0.0,0.0
W3GXT,AF6CH,14,18,-16.0,2.5,14097095.0,1.0,0.0,0.0
W3GXT,AI4RY,14,12,-0.5,2.5,14097107.0,1.0,0.0,0.0
W3GXT,DC4LC,14,1,-23.0,0.0,14097127.0,0.0,0.0,0.0
W3GXT,DG7RJ,14,3,-22.0,1.0,14097101.0,0.0,0.0,0.0
W3GXT,DH2PA,14,2,-25.0,1.0,14097108.5,0.5,0.0,0.0
W3GXT,DK0SC,14,4,-15.0,2.5,14097114.0,0.0,0.0,0.0
W3GXT,DK0SC,21,1,-21.0,0.0,21096114.0,0.0,0.0,0.0
W3GXT,DK6UG,14,11,-10.0,1.0,14097100.0,0.0,0.0,0.0
W3GXT,DL5RBD,14,8,-17.0,1.5,14097103.0,1.0,0.0,0.0
W3GXT,F4MZI,14,2,-24.5,1.5,14097087.0,0.0,0.0,0.0
W3GXT,G0MKI,14,1,-26.0,0.0,14097118.0,0.0,0.0,0.0
W3GXT,G3JKF,14,11,-17.0,2.0,14097109.0,0.0,0.0,0.0
W3GXT,G4DIW,14,2,-25.5,1.5,14097099.0,0.0,0.0,0.0
W3GXT,G4DND,14,18,-18.0,4.0,14097107.0,5.0,0.0,0.0
W3GXT,GM4SFW,14,16,-17.0,3.0,14097110.0,1.0,0.0,0.0
W3GXT,HA2RD,14,1,-26.0,0.0,14097162.0,0.0,0.0,0.0
W3GXT,HB9EWH,14,3,-16.0,0.0,14097100.0,0.0,0.0,0.0
W3GXT,HB9JAQ,14,5,-19.0,1.0,14097110.0,0.0,0.0,0.0
W3GXT,HB9JOI,14,3,-25.0,0.0,14097143.0,0.0,0.0,0.0
W3GXT,HB9TVP,14,13,-25.0,2.0,14097113.0,2.0,0.0,0.0
W3GXT,IK1NET,14,9,-15.0,1.0,14097109.0,0.0,0.0,0.0
W3GXT,K4COD,14,12,-2.0,3.0,14097102.0,0.0,0.0,0.0
W3GXT,K4EH,14,6,-6.5,2.0,14097136.5,0.5,0.0,0.0
W3GXT,K4RCG,14,8,-23.0,1.0,14097112.5,0.5,0.0,0.0
W3GXT,K6CCA,14,6,-18.5,3.0,14097101.5,0.5,0.0,0.0
W3GXT,K7FET,14,1,-25.0,0.0,14097107.0,0.0,0.0,0.0
W3GXT,K7UEB/20,14,15,-23.0,1.0,14097111.0,1.0,0.0,0.0
W3GXT,K9AN,14,7,1.0,1.0,14097102.0,0.0,0.0,0.0
W3GXT,KB1MVX,14,14,-3.0,2.0,14097094.0,1.5,0.0,0.0
W3GXT,KC3AVT,14,7,-20.0,2.0,14097105.0,0.0,0.0,0.0
W3GXT,KC3BWN,14,1,-23.0,0.0,14097104.0,0.0,0.0,0.0
W3GXT,KD0LKW,14,3,-13.0,3.0,14097089.0,1.0,0.0,0.0
W3GXT,KE7A,14,12,-6.5,1.5,14097100.0,0.0,0.0,0.0
W3GXT,KI7CI,14,6,-22.0,1.0,14097103.0,0.0,0.0,0.0
W3GXT,LA9JO,14,1,-24.0,0.0,14097115.0,0.0,0.0,0.0
W3GXT,M5ADA,14,14,-23.5,1.5,14097113.0,0.0,0.0,0.0
W3GXT,M6NNB,14,9,-22.0,1.0,14097121.0,0.0,0.0,0.0
W3GXT,OE6PWD,14,2,-26.5,0.5,14097109.0,0.0,0.0,0.0
W3GXT,ON4SAR,14,14,-25.0,2.0,14097130.0,0.0,0.0,0.0
W3GXT,ON7KB,14,3,-25.0,1.0,14097074.0,0.0,0.0,0.0
W3GXT,OZ7IT,14,11,-10.0,4.0,14097104.0,0.0,0.0,0.0
W3GXT,PA0PPW,14,1,-18.0,0.0,14097108.0,0.0,-1.0,0.0
W3GXT,PI4THT,14,8,-21.5,3.0,14097107.0,0.0,0.0,0.0
W3GXT,SWL-NOVARA,14,1,-25.0,0.0,14097118.0,0.0,0.0,0.0
W3GXT,VA7LI,14,5,-25.0,1.0,14097088.0,0.0,0.0,0.0
W3GXT,VE1AIM,14,30,-9.0,2.0,14097112.0,0.0,0.0,0.0
W3GXT,VE6PDQ/1,14,1,-8.0,0.0,14097100.0,0.0,1.0,0.0
W3GXT,VE7ENP,14,14,-20.0,3.0,14097049.0,0.0,0.0,0.0
W3GXT,W4AC,14,29,0.0,2.0,14097123.0,0.0,0.0,0.0
W3GXT,W4MO,14,25,-2.0,2.0,14097005.0,2.0,0.0,0.0
W3GXT,W7ZWW,14,18,-23.5,1.5,14097082.0,3.0,0.0,0.0
W3GXT,W9HLY,14,2,-2.0,0.0,14097101.5,0.5,0.0,0.0
W3GXT,WQ7Q,14,13,-23.0,2.0,14097120.0,0.0,0.0,0.0
W3HH,4X1RF,10,10,-23.5,2.5,10140288.0,0.0,0.0,0.0
W3HH,DK4TJ,10,9,-20.0,2.0,10140289.0,0.0,0.0,0.0
W3HH,DK6UG,10,12,-21.0,1.0,10140291.0,1.0,0.0,0.0
W3HH,DL1GMG,10,17,-19.0,3.0,10140299.0,0.0,0.0,0.0
W3HH,F4DZQ,0,1,-30.0,0.0,475797.0,0.0,0.0,0.0
W3HH,G0MQW,10,8,-24.5,1.0,10140292.0,0.0,0.0,0.0
W3HH,G7VFW,10,1,-25.0,0.0,10140287.0,0.0,0.0,0.0
W3HH,GM4SFW,10,15,-16.0,2.0,10140294.0,0.0,0.0,0.0
W3HH,K4RCG,10,10,-18.0,2.5,10140287.0,0.0,0.0,0.0
W3HH,K9AN,10,32,-16.5,4.0,10140288.0,0.0,0.0,0.0
W3HH,KB9VLR,10,31,-18.0,4.0,10140291.0,0.0,0.0,0.0
W3HH,KC3BWN,10,1,-9.0,0.0,10140289.0,0.0,0.0,0.0
W3HH,KK4U,10,1,0.0,0.0,10140294.0,0.0,0.0,0.0
W3HH,KK5MR,10,5,-14.0,2.0,10140297.0,0.0,0.0,0.0
W3HH,KU4PY,7,2,-6.5,1.5,7040186.5,0.5,0.0,0.0
W3HH,KZ3X,10,3,-4.0,1.0,10140286.0,0.0,0.0,0.0
W3HH,LA3JJ,10,8,-18.0,2.0,10140294.5,0.5,0.0,0.0
W3HH,LA5GOA,10,14,-16.0,3.0,10140269.0,0.0,0.0,0.0
W3HH,LA5GOA/RX2,10,14,-16.0,3.0,10140269.0,0.0,0.0,0.0
W3HH,LA9JO,10,1,-21.0,0.0,10140298.0,0.0,0.0,0.0
W3HH,N0RW,10,13,-5.0,3.0,10140290.0,0.0,0.0,0.0
W3HH,N2NOM,10,24,-10.5,3.5,10140288.0,1.0,0.0,0.0
W3HH,N6RY,10,1,-27.0,0.0,10140294.0,0.0,0.0,0.0
W3HH,OE6WSF,10,10,-17.0,3.0,10140273.0,0.0,0.0,0.0
W3HH,ON7KO,10,20,-11.5,3.5,10140294.0,0.0,0.0,0.0
W3HH,OX3XR,10,4,-24.5,1.0,10140298.0,0.0,0.0,0.0
W3HH,OZ7IT,10,11,-16.0,2.0,10140288.0,1.0,0.0,0.0
W3HH,PA3FNY,10,10,-20.5,2.5,10140287.0,0.0,0.0,0.0
W3HH,VE1MDO,10,30,-15.5,5.5,10140288.0,0.0,0.0,0.0
W3HH,VE6PDQ,10,5,-21.0,1.0,10140286.0,0.0,0.0,0.0
W3HH,W3BI,10,26,-13.0,5.0,10140283.0,0.0,0.0,0.0
W3HH,W3CSW,10,7,-4.0,2.0,10140288.0,0.0,0.0,0.0
W3HH,WD4ELG,10,24,-7.5,1.5,10140278.0,0.0,0.0,0.0
W3HH,YV4GJN,10,4,-26.5,2.0,10140266.0,0.0,0.0,0.0
W3PM,AD4PT,14,3,-16.0,1.0,14097118.0,0.0,0.0,0.0
W3PM,K9AN,14,3,-19.0,1.0,14097121.0,0.0,0.0,0.0
W3PM,KE7A,14,2,-15.5,0.5,14097118.0,0.0,0.0,0.0
W3PM,N2NOM,21,10,-12.5,0.5,21096119.5,2.0,0.0,0.0
W3PM,VE6PDQ/1,21,1,-25.0,0.0,21096121.0,0.0,1.0,0.0
W3PM,W4AC,14,1,-22.0,0.0,14097141.0,0.0,0.0,0.0
W3PM,W4MO,14,3,-20.0,1.0,14097151.0,9.0,0.0,0.0
W4AC,2E0DSS,14,20,-19.0,4.0,14097077.0,0.0,0.0,0.0
W4AC,2E1CJF,14,4,-20.5,2.0,14097084.5,0.5,0.0,0.0
W4AC,4X1RF,14,5,-22.0,2.0,14097077.0,0.0,0.0,0.0
W4AC,AD4PT,14,8,-2.0,2.5,14097075.5,0.5,0.0,0.0
W4AC,AF5ES,14,17,-16.0,3.0,14097082.0,0.0,0.0,0.0
W4AC,AF6CH,14,11,-20.0,4.0,14097071.0,1.0,0.0,0.0
W4AC,AI4RY,14,17,1.0,1.0,14097083.0,2.0,0.0,0.0
W4AC,DG7RJ,14,7,-26.0,1.0,14097078.0,1.0,0.0,0.0
W4AC,DK0SC,14,5,-17.0,2.0,14097090.0,0.0,0.0,0.0
W4AC,DK6UG,14,23,-11.0,3.0,14097077.0,0.0,0.0,0.0
W4AC,DL5RBD,14,6,-13.0,3.5,14097080.0,1.0,0.0,0.0
W4AC,G3JKF,14,10,-17.5,1.5,14097085.0,0.0,0.0,0.0
W4AC,G4DIW,14,5,-25.0,1.0,14097076.0,0.0,0.0,0.0
W4AC,G4DND,14,14,-15.5,4.0,14097079.0,0.0,0.0,0.0
W4AC,GM4SFW,14,13,-13.0,2.0,14097087.0,1.0,0.0,0.0
W4AC,HA2RD,14,1,-27.0,0.0,14097137.0,0.0,1.0,0.0
W4AC,HB9EWH,14,4,-21.0,3.5,14097077.0,0.0,0.0,0.0
W4AC,HB9JAQ,14,2,-20.5,2.5,14097087.0,0.0,0.0,0.0
W4AC,HB9TVP,14,5,-24.0,2.0,14097090.0,0.0,0.0,0.0
W4AC,I1GUG,14,3,-19.0,1.0,14097087.0,0.0,0.0,0.0
W4AC,IK1NET,14,12,-14.0,3.5,14097085.0,0.0,0.0,0.0
W4AC,K4COD,14,31,-6.0,2.0,14097079.0,0.0,0.0,0.0
W4AC,K4EH,14,12,-4.0,2.0,14097112.0,0.0,0.0,0.0
W4AC,K4RCG,14,12,-13.0,5.5,14097093.0,3.0,0.0,0.0
W4AC,K6CCA,14,10,-17.0,0.5,14097078.0,0.5,0.0,0.0
W4AC,K7UEB/20,14,5,-25.0,1.0,14097085.0,0.0,0.0,0.0
W4AC,K9AN,14,18,-8.5,3.5,14097079.0,0.0,0.0,0.0
W4AC,KB1MVX,14,16,-15.0,2.5,14097070.5,2.0,0.0,0.0
W4AC,KC3AVT,14,10,-6.0,1.5,14097082.0,0.0,0.0,0.0
W4AC,KC3BWN,14,3,-16.0,2.0,14097080.0,0.0,0.0,0.0
W4AC,KD0LKW,14,3,-26.0,1.0,14097065.0,0.0,0.0,0.0
W4AC,KE7A,14,8,-6.0,2.5,14097076.5,0.5,0.0,0.0
W4AC,KI7CI,14,2,-25.0,2.0,14097080.0,0.0,0.0,0.0
W4AC,LA5WJA,14,5,-24.0,1.0,14097077.0,1.0,0.0,0.0
W4AC,LA9JO,14,3,-22.0,0.0,14097091.0,0.0,0.0,0.0
W4AC,M5ADA,14,14,-24.0,2.0,14097090.0,0.0,0.0,0.0
W4AC,M6NNB,14,14,-23.5,2.5,14097097.0,0.0,0.0,0.0
W4AC,N6RY,14,1,-14.0,0.0,14097077.0,0.0,0.0,0.0
W4AC,OE3VMS,14,5,-27.0,1.0,14097078.0,1.0,0.0,0.0
W4AC,OE6PWD,14,1,-27.0,0.0,14097085.0,0.0,0.0,0.0
W4AC,ON4SAR,14,15,-22.0,1.0,14097107.0,0.0,0.0,0.0
W4AC,ON7KB,14,3,-25.0,3.0,14097052.0,1.0,0.0,1.0
W4AC,OZ7IT,14,15,-9.0,6.0,14097079.0,0.0,0.0,0.0
W4AC,PI4THT,14,12,-18.5,3.5,14097083.0,1.0,0.0,0.0
W4AC,SM0JZT,14,4,-26.0,1.0,14097106.0,0.0,0.0,0.0
W4AC,SM3ULC,14,2,-21.5,5.5,14097140.0,0.0,0.0,0.0
W4AC,SWL-NOVARA,14,1,-28.0,0.0,14097086.0,0.0,0.0,0.0
W4AC,TJ3TS,14,1,-26.0,0.0,14097074.0,0.0,0.0,0.0
W4AC,VE1AIM,14,22,-20.0,2.5,14097088.0,1.5,0.0,0.0
W4AC,VE6PDQ,14,1,-15.0,0.0,14097077.0,0.0,0.0,0.0
W4AC,VE6PDQ/1,14,1,-22.0,0.0,14097075.0,0.0,0.0,0.0
W4AC,VE7ENP,14,2,-15.5,0.5,14097024.0,0.0,0.0,0.0
W4AC,VK2MKD,14,7,-24.0,1.0,14097130.0,0.0,0.0,0.0
W4AC,VK3DXE,14,7,-24.0,1.0,14097092.0,0.0,0.0,0.0
W4AC,W3GXT,14,18,-1.0,1.5,14097077.0,0.0,0.0,0.0
W4AC,W4MO,14,8,-12.0,1.0,14097118.0,0.0,0.0,0.0
W4AC,W7ZWW,14,3,-24.0,0.0,14097062.0,0.0,0.0,0.0
W4AC,W9HLY,14,6,-1.5,1.5,14097078.0,0.0,0.0,0.0
W4AC,WA3DNM,14,11,-6.0,1.0,14097077.0,0.0,0.0,0.0
W4AC,WQ7Q,14,6,-22.5,1.0,14097095.5,0.5,0.0,0.0
W4MMP,AD4PT,7,1,-17.0,0.0,7040117.0,0.0,0.0,0.0
W4MMP,K1JOZ,7,1,5.0,0.0,7040088.0,0.0,0.0,0.0
W4MMP,K4EH,7,19,-19.0,4.0,7040117.0,0.0,0.0,0.0
W4MMP,K4PZ,7,11,-6.0,3.0,7040101.0,0.0,0.0,0.0
W4MMP,K4RCG,7,28,2.0,2.5,7040107.0,1.0,0.0,0.0
W4MMP,K9AN,7,35,-7.0,3.0,7040099.0,0.0,0.0,0.0
W4MMP,KU4PY,7,1,-4.0,0.0,7040099.0,0.0,0.0,0.0
W4MMP,N2NOM,7,7,5.0,1.0,7040101.0,0.0,0.0,0.0
W4MMP,W2BVZ,7,35,3.0,2.0,7040117.0,1.0,0.0,0.0
W4MMP,WD4ELG,7,26,2.0,2.0,7040094.0,0.5,0.0,0.0
W4MO,2E0DSS,14,25,-14.0,3.0,14097192.0,3.0,1.0,0.0
W4MO,2E1CJF,14,2,-16.0,4.0,14097068.5,0.5,0.5,0.5
W4MO,4X1RF,14,14,-19.0,1.0,14097060.0,0.0,1.0,0.0
W4MO,AD4PT,14,11,-2.0,4.0,14097058.0,1.0,1.0,0.0
W4MO,AD7LF,14,1,-23.0,0.0,14097061.0,0.0,1.0,0.0
W4MO,AF5ES,14,21,-15.0,4.0,14097070.0,7.0,1.0,0.0
W4MO,AF6CH,14,16,-15.0,5.0,14097055.5,3.5,0.0,0.5
W4MO,AI4RY,14,9,3.0,1.0,14097068.0,3.0,0.0,1.0
W4MO,DG7RJ,14,17,-21.0,2.0,14097071.0,11.0,1.0,0.0
W4MO,DH2PA,14,1,-24.0,0.0,14097081.0,0.0,0.0,0.0
W4MO,DK0SC,14,1,-10.0,0.0,14097072.0,0.0,1.0,0.0
W4MO,DK6UG,14,33,-5.0,3.0,14097193.0,3.0,1.0,0.0
W4MO,DL5RBD,14,9,-10.0,2.0,14097197.0,2.0,1.0,0.0
W4MO,F4MZI,14,2,-23.5,3.5,14097180.5,1.5,1.0,0.0
W4MO,F8AOF,14,1,-33.0,0.0,14097198.0,0.0,1.0,0.0
W4MO,G0TOV,7,1,-18.0,0.0,7040195.0,0.0,1.0,0.0
W4MO,G3JKF,14,4,-9.5,1.5,14097072.0,2.5,0.0,0.0
W4MO,G4DIW,14,12,-22.5,1.0,14097192.0,2.0,1.0,0.0
W4MO,G4DND,14,11,-9.0,3.0,14097068.0,5.0,0.0,1.0
W4MO,GM4SFW,14,10,-10.0,2.5,14097070.5,2.0,0.0,0.0
W4MO,HB9EWH,14,9,-14.0,3.0,14097194.0,1.0,1.0,0.0
W4MO,HB9JOI,14,2,-19.0,5.0,14097103.0,1.0,0.5,0.5
W4MO,I1GUG,14,1,-19.0,0.0,14097069.0,0.0,1.0,0.0
W4MO,IK1NET,14,9,-8.0,2.0,14097069.0,1.0,0.0,1.0
W4MO,K4COD,14,23,-1.0,3.0,14097074.0,14.0,1.0,0.0
W4MO,K4EH,14,5,6.0,1.0,14097095.0,1.0,1.0,0.0
W4MO,K4RCG,14,11,-6.0,2.0,14097071.0,0.0,1.0,0.0
W4MO,K6CCA,14,11,-15.0,3.0,14097060.0,0.0,0.0,1.0
W4MO,K7UEB/20,14,8,-21.5,1.5,14097069.0,0.5,1.0,0.0
W4MO,K9AN,14,27,-5.0,3.0,14097194.0,3.0,1.0,0.0
W4MO,KB1MVX,14,17,-2.0,2.0,14097187.0,5.0,1.0,0.0
W4MO,KB1SUA,14,2,-5.0,2.0,14097078.5,1.5,-0.5,0.5
W4MO,KC3AVT,14,15,-8.0,2.0,14097198.0,1.0,1.0,0.0
W4MO,KC3BWN,14,4,-7.0,2.0,14097063.0,0.0,1.0,0.0
W4MO,KD0LKW,14,1,-19.0,0.0,14097048.0,0.0,0.0,0.0
W4MO,KE7A,14,16,-9.0,3.5,14097193.0,1.0,1.0,0.0
W4MO,KI7CI,14,5,-24.0,2.0,14097196.0,1.0,1.0,0.0
W4MO,KK4MBI,14,2,3.0,1.0,14097198.0,0.0,0.5,0.5
W4MO,LA5WJA,14,6,-19.5,2.5,14097060.0,0.0,1.0,0.0
W4MO,LA9JO,14,4,-21.0,0.5,14097074.0,0.0,1.0,0.0
W4MO,LY2BOS,14,1,-29.0,0.0,14097084.0,0.0,-1.0,0.0
W4MO,M1AVV,14,4,-23.5,2.5,14097083.5,2.5,-0.5,0.5
W4MO,M5ADA,14,8,-19.0,4.0,14097072.0,1.0,0.5,0.5
W4MO,M6NNB,14,11,-18.0,4.0,14097080.0,1.0,1.0,0.0
W4MO,N6RY,14,4,-16.0,2.5,14097063.5,3.0,0.5,0.5
W4MO,OE3VMS,14,18,-24.0,3.0,14097134.0,63.0,1.0,0.0
W4MO,OE6PWD,14,2,-24.0,1.0,14097070.0,1.0,0.0,0.0
W4MO,ON4SAR,14,12,-20.0,3.5,14097089.0,1.0,0.0,1.0
W4MO,ON7KB,14,5,-27.0,1.0,14097039.0,6.0,0.0,1.0
W4MO,OZ7IT,14,22,-5.5,6.0,14097135.5,62.0,1.0,0.0
W4MO,PI4THT,14,13,-17.0,4.0,14097065.0,0.0,1.0,0.0
W4MO,SM3ULC,14,3,-15.0,1.0,14097123.0,0.0,0.0,0.0
W4MO,SWL-NOVARA,14,7,-24.0,2.0,14097077.0,3.0,0.0,0.0
W4MO,VE1AIM,14,13,-11.0,1.0,14097068.0,2.0,0.0,0.0
W4MO,VE6PDQ,14,8,-14.0,5.5,14097129.5,67.0,1.0,0.0
W4MO,VE6PDQ/1,14,6,-15.0,3.0,14097065.0,5.0,1.0,0.0
W4MO,VE7ENP,14,7,-19.0,5.0,14097012.0,6.0,0.0,0.0
W4MO,VK2MKD,14,3,-22.0,1.0,14097115.0,3.0,-1.0,0.0
W4MO,VK3DXE,14,3,-23.0,1.0,14097079.0,2.0,-1.0,0.0
W4MO,W3GXT,14,27,0.0,1.0,14097192.0,3.0,1.0,0.0
W4MO,W4AC,14,9,-6.0,1.0,14097083.0,1.0,1.0,0.0
W4MO,W7ZWW,14,5,-26.0,1.0,14097044.0,0.0,0.0,0.0
W4MO,W9HLY,14,11,-3.0,3.0,14097061.0,1.0,0.0,1.0
W4MO,WA3DNM,14,12,-5.0,2.0,14097193.0,1.5,1.0,0.0
W4MO,WQ7Q,14,8,-21.0,3.0,14097078.0,0.0,0.5,0.5
W5COV,AC7SM,28,6,3.0,4.0,28126090.0,2.0,0.0,0.0
W5COV,CT1JTQ,28,16,-13.5,1.5,28126110.0,0.0,0.0,0.0
W5COV,CX2ABP,28,26,-21.5,3.5,28126085.0,1.0,0.0,0.0
W5COV,DC3RJ,28,8,-19.5,1.5,28126069.0,0.0,0.0,0.0
W5COV,DC4LC,28,1,-25.0,0.0,28126111.0,0.0,0.0,0.0
W5COV,DD2EE,28,7,-17.0,2.0,28126110.0,0.0,0.0,0.0
W5COV,DF2LV,28,5,-21.0,2.0,28126058.0,1.0,0.0,0.0
W5COV,DG6RCH,28,8,-21.0,1.0,28126038.0,0.0,0.0,0.0
W5COV,DJ6LB,28,6,-13.0,1.5,28126050.0,0.0,0.0,0.0
W5COV,DK0SC,28,2,-17.0,1.0,28126085.0,0.0,0.0,0.0
W5COV,DK3SML,28,13,-19.0,3.0,28126082.0,0.0,0.0,0.0
W5COV,DK6UG,28,14,-18.5,2.0,28126069.0,1.0,0.0,0.0
W5COV,DK8FT,28,4,-24.5,1.0,28126054.0,0.0,0.0,0.0
W5COV,DL1EHW,28,6,-19.5,3.0,28126058.0,0.5,0.0,0.0
W5COV,DL5RBD,14,3,-22.0,3.0,14097065.0,2.0,0.0,0.0
W5COV,EA4DBS,28,1,-19.0,0.0,28126142.0,0.0,1.0,0.0
W5COV,F59706,28,3,-14.0,4.0,28126066.0,0.0,0.0,0.0
W5COV,G0EAG,28,1,-28.0,0.0,28126090.0,0.0,2.0,0.0
W5COV,G3JKV,28,5,-10.0,2.0,28126011.0,2.0,0.0,0.0
W5COV,G7FYO,28,13,-15.0,2.0,28126088.0,2.0,0.0,0.0
W5COV,G8APM,28,2,-17.5,3.5,28126070.0,1.0,0.0,0.0
W5COV,G8FDJ,28,2,-9.0,0.0,28126166.0,6.0,1.0,0.0
W5COV,G8JNJ/A,28,3,-15.0,2.0,28126056.0,1.0,0.0,0.0
W5COV,GM4SFW,28,4,-10.0,2.0,28126078.0,0.0,0.0,0.0
W5COV,GM4WJA,28,13,-14.0,1.0,28126151.0,0.0,0.0,0.0
W5COV,HB9JOI,28,1,-24.0,0.0,28126144.0,0.0,0.0,0.0
W5COV,IK1NET,28,1,-22.0,0.0,28126071.0,0.0,0.0,0.0
W5COV,IT9CLU,28,1,-25.0,0.0,28126011.0,0.0,0.0,0.0
W5COV,JH1GYE,28,10,-16.5,2.5,28126061.0,0.0,0.0,0.0
W5COV,K1PLL,28,6,-6.0,2.0,28126061.0,0.0,0.0,0.0
W5COV,K3SIW,28,5,-27.0,1.0,28126072.0,1.0,0.0,1.0
W5COV,K3ZV,28,9,8.0,2.0,28126064.0,1.0,0.0,0.0
W5COV,K9AN,28,3,-22.0,0.0,28126060.0,0.0,0.0,0.0
W5COV,KB9AMG,28,17,-20.0,1.0,28126080.0,0.0,0.0,0.0
W5COV,KC2GMM,28,12,6.5,1.5,28126077.0,1.0,0.0,0.0
W5COV,KD6RF,28,32,-3.5,3.5,28126066.0,1.0,0.0,0.0
W5COV,KG7EYB,28,4,-15.0,1.0,28126060.5,1.0,0.0,0.0
W5COV,KI6STW,28,32,-5.5,3.0,28126060.0,0.0,0.0,0.0
W5COV,KI7CI,28,15,0.0,2.0,28126063.0,0.0,0.0,0.0
