"Time
(UTC)",Latitude,Longitude,"Altitude
(feet)","Air
Pressure
Altitude","Air
Temp
at FL
(°C)","Speed
Sound
(knots)",Mach,"TAS
(knots)","Wind
Speed
at FL
(knots)","Wind
From
at FL
(degT)","Track
(degT)","Ground
Speed
(knots)","Heading
(degT)","Distance
(km)","Along-Track
Wind
at FL
(knots)","Cross-Track
Wind
at FL
(knots)","∂SAT
at FL
(°C)","Aircraft
Weight
(kg)","Fuel
(kg)","Fuel
Right
(kg)","Fuel
Left
(kg)","Fuel Rate
Nominal
(kg/sec)","Fuel Rate
Right
(kg/sec)","Fuel Rate
Left
(kg/sec)"
18:13:36,6.233653,97.526793,39665.0,192.097,-55.5120728611744,574.722369013323,0.9,517.250132111991,18.9565207857955,98.7254191064174,280.82488105,536.193461912608,280.901806309141,369.54278543053,18.9437959909036,-0.69445932733399,0.987453938825575,210454.22973669,36085.22973669,17968.5586801777,18116.6710565123,0.90282030723822,0.909591459542507,0.896049154933933
18:14:00,6.24479717534592,97.4681457497554,39665.0,192.097,-55.5178433531619,574.714749815575,0.9,517.243274834018,18.985298501569,99.1262906380478,280.818507270194,536.219989640762,280.88061068492,386.094109110775,18.9770186506362,-0.560644563944944,0.981683446838103,210410.894361943,36041.8943619426,17946.7284851487,18095.1658767939,0.902619331524675,0.90938897651111,0.89584968653824
18:15:00,6.27263055952274,97.3215094641167,39665.0,192.097,-55.5308228130444,574.697611727213,0.9,517.227850554491,19.0501807979224,100.149749863284,280.802521258401,536.276749467671,280.826563166486,393.81887775533,19.0489444480915,-0.217034207113608,0.968703986955623,210302.58004216,35933.5800421596,17892.165146558,18041.4148956016,0.902121560573863,0.908887472278167,0.895355648869559
18:15:28,6.286288,97.25131,39665.0,192.097,-55.5363199267882,574.690353180122,0.839,482.165206318123,19.0763105633953,100.654460486104,286.10097614,501.15199205485,286.316137373023,417.537844703739,18.990185495835,-1.81065721352389,0.963206873211773,210252.061234767,35883.0612347675,17866.7162973342,18016.3449374333,0.901836047880596,0.908599818239701,0.895072277521492
18:17:00,6.34522480773768,97.045732890482,39665.0,192.097,-55.5514023759247,574.670437409639,0.839,482.148496986687,19.0548806048576,102.410085567293,286.07836105888,501.162796587263,286.223235270319,433.007069691733,19.0158409017014,-1.21912659989027,0.948124424075287,210086.123401957,35717.1234019574,17783.1251140562,17933.9982879013,0.901089510093797,0.907847681419501,0.894331338768094
18:18:00,6.38361904343,96.9116327732641,39665.0,192.097,-55.5742506427385,574.640265872873,0.839,482.123183067341,18.9146544821183,103.464150489272,286.063495808477,501.017612913756,286.16543838808,448.47181334367,18.895192968247,-0.857809343984524,0.925276157261507,209977.992660746,35608.9926607462,17728.654253171,17880.3384075752,0.900563077786968,0.90731730087037,0.893808854703565
18:19:00,6.42196746748148,96.7775514793964,39665.0,192.097,-55.604585472927,574.600205749983,0.839,482.089572624235,18.7244424538262,104.470565416828,286.048543406334,500.806638520646,286.109824608621,463.930044919341,18.7173416409942,-0.515623022133409,0.894941327072967,209869.925091412,35500.9250914117,17674.2152151188,17826.709876293,0.900013993658867,0.906764098611309,0.893263888706426
18:20:00,6.4602648660502,96.6435065310367,39665.0,192.097,-55.6343565411152,574.560887414458,0.85,488.376754302289,18.5443779241029,105.49691883364,286.033505962466,506.920288115701,286.053880661243,481.40246076116,18.5435646923328,-0.173669494223149,0.865170258884853,209761.923412173,35392.9234121727,17619.8093692021,17773.1140429706,0.899475661339665,0.906221728799712,0.892729593879617
18:21:07,6.50351010809186,96.4919713783889,39665.0,192.097,-55.6673301204165,574.517336415719,0.85,488.339735953361,18.352524083826,106.682621997357,296.16195653,506.432303749412,296.516583108153,498.336994295981,18.1019215939062,-3.02251134910799,0.832196679583485,209641.393673553,35272.3936735532,17559.0925133725,17713.3011601807,0.898865775196399,0.905607268510372,0.892124281882426
18:22:12,6.546347,96.347719,39665.0,192.097,-55.6981864633861,574.476578839905,0.85,488.305092013919,18.1741019020386,107.861501735065,296.14633966789,506.282505836263,296.45361899371,510.838796973431,17.9844361588101,-2.61878521367554,0.801340336613956,209524.541122778,35155.5411227776,17500.2280409193,17655.3130818583,0.898278023361795,0.905015108537009,0.891540938186582
18:23:00,6.59573024625921,96.2464301797223,39665.0,192.097,-55.720940466874,574.446521642782,0.85,488.279543396365,17.9821196803573,108.9793436196,296.134748676235,506.116479976642,296.39758090103,526.460925655377,17.8420740553802,-2.23987088936496,0.778586333126037,209438.306432535,35069.3064325349,17456.7873157096,17612.5191168253,0.897844395071914,0.904578228034953,0.891110562108875
18:24:00,6.65741027965177,96.1198323665342,39665.0,192.097,-55.7489436312396,574.409528339355,0.85,488.248099088452,17.7534121253575,110.408748197369,296.120139558697,505.910183150761,296.327470761462,542.857474691293,17.6652807054846,-1.76677663818189,0.750583168760451,209330.565105126,34961.5651051263,17402.5126220275,17559.0524830988,0.897304008885672,0.904033788952314,0.890574228819029
18:25:03,6.7221132037804,95.9869247351661,39665.0,192.097,-55.7744879039343,574.375781252495,0.85,488.219414064621,17.4591203122204,111.951568191933,341.104656705556,499.459710610568,342.654789076995,557.503298272097,11.4189662282503,-13.2071227886571,0.725038896065707,209217.504800007,34848.5048000067,17345.5584933235,17502.9463066832,0.896748836693461,0.903474452968662,0.89002322041826
18:26:00,6.84634596356629,95.9440956304432,39665.0,192.097,-55.7802969266555,574.368106551184,0.85,488.212890568507,16.7915213128134,114.018053781061,341.099597272184,499.492303986761,342.542883227049,574.462726966794,11.4343007105151,-12.2968270403458,0.719229873344543,209115.275432624,34746.2754326236,17294.0604495042,17452.2149831194,0.896299992952762,0.903022242899908,0.889577743005616
